This behavior is known to be very effective for dealingwith well-known DDoS attacks.; (TOP (S (NP (DT )(NN ))(VP (VBZ )(VP (VBN )(S (VP (TO )(VP (VB )(ADJP (RB )(JJ ))(PP (IN )(NP (RB )(JJ )(NNP )(NNS ))))))))(. )))
The resulting malicious traffic isuch more significant than the regular traffic.; (TOP (NP (NP (DT )(VBG )(JJ )(NN ))(, )(ADJP (ADJP (RBR )(JJ ))(PP (IN )(NP (DT )(JJ )(NN ))))(. )))
Fig. 8 a shows theeatures of the traffic which has been generated through the hy-rid network simulation tool.; (TOP (S (NP (NNP )(NNP )(CD ))(NP (DT ))(VP (VBZ )(NP (NP (NNS ))(PP (IN )(NP (NP (DT )(NN ))(SBAR (WHNP (WDT ))(S (VP (VBZ )(VP (VBN )(VP (VBN )(PP (IN )(NP (DT )(JJ )(NN )(NN )(NN ))))))))))))(. )))
This traffic includes 4 different CFCsf the same magnitude but with different durations and, conse-uently, different impacts for the UAV network.; (TOP (S (NP (DT )(NN ))(VP (VBZ )(NP (NP (CD )(JJ ))(PP (PP (IN )(NP (DT )(JJ )(NN )))(CC )(PP (IN )(NP (NP (JJ )(NNS ))(CC )(, )(ADVP (RB ))(, )(NP (NP (JJ )(NNS ))(PP (IN )(NP (DT )(NNP )(NN )))))))))(. )))
.2.1.; (TOP (S (VP (VB ))(. )))
Attack signature for traffic with Constant Flash-Crowd CFC We consider in this section, the CFC attacks which have beenenerated.; (TOP (S (NP (NP (NP (NNP )(NN ))(PP (IN )(NP (NN ))))(PP (IN )(NP (NNP )(NNP )(NNP )(NNP ))))(VP (VBP )(PP (IN )(NP (NP (DT )(NN ))(, )(NP (NP (DT )(NNP )(NNS ))(SBAR (WHNP (WDT ))(S (VP (VBP )(VP (VBN )))))))))(. )))
The objective is to obtain a dedicated spectral analysisor this specific type of DDoS attack.; (TOP (S (NP (DT )(NN ))(VP (VBZ )(S (VP (TO )(VP (VB )(NP (DT )(VBN )(JJ )(NN ))(NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (NNP )(NN ))))))))(. )))
This spectral analysis  provides a specific attack signature for each typef network traffic.; (TOP (S (NP (DT )(JJ )(NN ))(VP (VBZ )(NP (NP (DT )(JJ )(NN )(NN ))(PP (IN )(NP (DT )(NN )(NN )(NN )))))(. )))
Consequently, in Fig. 8 b and c, a comparisonf the signatures of the regular traffic and traffic including CFCttacks is illustrated.; (TOP (S (ADVP (RB ))(, )(PP (IN )(NP (NP (NNP )(. )(CD )(NN )(CC )(NN ))(, )(NP (NP (DT )(NN ))(SBAR (S (NP (NP (DT )(NNS ))(PP (IN )(NP (NP (DT )(JJ )(NN )(CC )(NN ))(PP (VBG )(NP (NNS ))))))(VP (VBZ )(VP (VBN ))))))))(. )))
The obtained results show a large variationn the scaling function   , especially in the case of neg-tive moments for traffic including attacks.; (TOP (S (NP (DT )(VBN )(NNS ))(VP (VBP )(NP (DT )(JJ )(NN ))(NP (DT )(NN )(NN ))(, )(PP (ADVP (RB ))(IN )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (JJ )(NNS ))(PP (IN )(NP (NP (NN ))(PP (VBG )(NP (NNS ))))))))))(. )))
We observe that thecaling function  reaches values  33 for traffic including DDoS attacks while it does not ex-eed the value of    23 for normal traffic.; (TOP (S (NP (PRP ))(VP (VBP )(SBAR (IN )(S (NP (DT )(NN ))(VP (VBZ )(NP (NP (NNS )(CD ))(PP (IN )(NP (NP (NN ))(PP (VBG )(NP (NNP )(NNS ))))))(SBAR (IN )(S (NP (PRP ))(VP (VBZ )(RB )(VP (VB )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (CD ))(PP (IN )(NP (JJ )(NN ))))))))))))))(. )))
ection system for UAV ad-hoc communication: From methodology 0.1016/j.adhoc.2018.09.004 http://www.hping.org/hping3.htmlhttps://doi.org/10.1016/j.adhoc.2018.09.004J.-P.; (TOP (NP (NP (NP (NN )(NN ))(PP (IN )(NP (NNP )(JJ )(NN ))))(: )(PP (IN )(NP (NP (NN )(CD )(NN )(NN ))(VP (VBG )(NP (DT )(NNP )))))(. )))
Condomines et al. / Ad Hoc Networks 0 0 0  114 7 ARTICLE IN PRESS JID: ADHOC  Fig. 8.  Waveform and  signature comparison between normal and CFC flooded traffics.; (TOP (S (S (NP (NNS ))(VP (VBD )(ADJP (JJ ))))(. )('' )(NP (NP (NNP )(NNP )(NNP )(CD )(CD )(CD )(CD )(CD )(NN ))(PP (IN )(NP (NNP )(NNP ))))(: )(S (NP (NP (NNP )(NNP )(. )(CD )(NNP )(CC )(NN )(NN ))(PP (IN )(NP (JJ )(CC )(NNP ))))(VP (VBD )(NP (NNS ))))(. )))
4 F  p  v  t  t0  P  (4 u  o  t  C  e  m  t  s  t  i  p  d  rTable 1 Equilibrium point.; (TOP (NP (NP (CD )(NNP )(NN )(NN )(NN ))(PP (IN )(NP (NP (NNP ))(PRN (-LRB- )(PP (SBAR (S (NP (NP (CD )(NN ))(PP (IN )(NP (JJ )(NNP )(NN )(NN )(NN ))))(VP (VBZ )(PP (IN )(NP (NN )(NN )))(SBAR (S (VP (VBD )(NP (JJ )(CD )(NNP )(NN ))))))))))))(. )))
W 0 15 packets q 0 37.5 packets/s p 0 0.0089 R 0 0.06 s 4 c  l  c  l  b  a  t  L  i4   a  T  h  r  i  i  .2.2.; (TOP (NP (NP (NP (NNP )(CD )(CD )(NNS ))(PP (RB )(NP (CD )(CD )(NN )(NN ))))(NP (NP (CD )(CD )(NN ))(NP (NP (CD )(CD )(NNS ))(NP (NP (CD )(JJ )(JJ )(JJ )(NN )(NN ))(NP (DT )(NN )(NNP ))(PP (IN )(NP (NP (DT )(NNP )(NN )(NN ))(PP (IN )(NP (NN )(CD ))))))))(. )))
Attack signature for traffic with Progressive Flash-Crowd PFC In a second time, the network is exposed to PFC attacks .; (TOP (NP (NP (NNP )(NN ))(PP (IN )(NP (NP (NN ))(PP (IN )(NP (NP (NNP )(NNP )(NNP ))(SBAR (S (PP (IN )(NP (DT )(JJ )(NN )))(, )(NP (DT )(NN ))(VP (VBZ )(VP (VBN )(PP (TO )(NP (NNP )(NNS )))))))))))(. )))
The com-arison between traffic with and without attack shows that theariation of the scaling function   is always noteworthy in nega-ive statistic moments .; (TOP (S (NP (NP (DT )(NN ))(PP (IN )(NP (NP (NN ))(PP (IN )(CC )(PP (IN )(NP (NN )(NNS ))))(PP (IN )(NP (NP (NN ))(PP (IN )(NP (DT )(NN )(NN ))))))))(VP (VBZ )(ADVP (RB ))(ADJP (JJ ))(PP (IN )(NP (JJ )(JJ )(NNS ))))(. )))
Indeed, we can see in Fig. 9 bhe values of the scale function are ranged between 30     for regular traffic.; (TOP (S (S (ADVP (RB ))(, )(NP (PRP ))(VP (MD )(VP (VB )(PP (IN )(NP (NNP )(. )(CD ))))))(, )(NP (NP (NNS ))(PP (IN )(NP (DT )(NN )(NN ))))(VP (VBP )(VP (VBN )(PP (IN )(NP (CD )))(PP (IN )(NP (JJ )(NN )))))(. )))
On the contrary, in the case of traffic includingFC attack, the values   are ranged between 31     5see Fig. 9 c for details).; (TOP (S (S (PP (IN )(NP (DT )(NN )))(, )(PP (IN )(NP (NP (NP (DT )(NN ))(PP (IN )(NP (NN ))))(PP (IN )(NP (NN )))))(, )(NP (DT )(NNS ))(VP (VBP )(VP (VBN )(PP (IN )(NP (CD )(CD )(NNP )(. )(CD )(NN )))(PP (IN )(NP (NNS ))))))(-RRB- )(. )))
.2.3.; (TOP (S (VP (VB ))(. )))
Discussion on traffic signature characterization These characterization results show that it is possible to extractnique signatures for traffic with and without anomalies.; (TOP (S (NP (NP (NNP ))(PP (IN )(NP (NN )(NN )(NN ))))(NP (DT )(NN )(NNS ))(VP (VBP )(SBAR (IN )(S (NP (PRP ))(VP (VBZ )(ADJP (JJ ))(S (VP (TO )(VP (VB )(NP (NP (NNS ))(PP (IN )(NP (NP (NN ))(PP (IN )(CC )(PP (IN )(NP (NNS ))))))))))))))(. )))
More-ver, the spectral analysis provides different signatures for eachype of DDoS.; (TOP (S (ADVP (RB ))(, )(NP (DT )(JJ )(NN ))(VP (VBZ )(NP (JJ )(NNS ))(PP (IN )(NP (NP (NN ))(PP (IN )(NP (NNP ))))))))
Indeed, the scaling function is not the same for DDoSFC and PFC.; (TOP (S (ADVP (RB ))(, )(NP (DT )(NN )(NN ))(VP (VBZ )(RB )(NP (NP (DT )(JJ ))(PP (IN )(NP (NNP )(CC )(NNP )))))))
Consequently, we can build a selector according toach specific spectral signature which will be able to select auto-atically a specific controller / observer for the IDS tool.; (TOP (S (ADVP (RB ))(, )(NP (PRP ))(VP (MD )(VP (VB )(NP (DT )(NN ))(PP (VBG )(PP (TO )(NP (NP (JJ )(JJ )(NN ))(SBAR (WHNP (WDT ))(S (VP (MD )(VP (VB )(ADJP (JJ )(S (VP (TO )(VP (VB )(NP (NP (RB )(DT )(JJ )(NN )(NN )(NN ))(PP (IN )(NP (DT )(NNP )(NN )))))))))))))))))(. )))
However,his automation process is not performed at this time by our intru-ion detection system algorithm.; (TOP (S (ADVP (RB ))(NP (DT )(NN )(NN ))(VP (VBZ )(RB )(VP (VBN )(PP (IN )(NP (DT )(NN )))(PP (IN )(NP (PRP$ )(JJ )(NN )(NN )(NN )))))(. )))
Indeed, these two steps  are performed separately.; (TOP (S (ADVP (RB ))(, )(NP (DT )(CD )(NNS ))(VP (VBP )(VP (VBN )(ADVP (RB ))))(. )))
Its worth noting that the whole process is considered as a work-in-rogress task.; (TOP (NP (NP (PRP$ )(NN ))(VP (VBG )(SBAR (IN )(S (NP (DT )(JJ )(NN ))(VP (VBZ )(VP (VBN )(PP (IN )(NP (DT )(NN )(NN ))))))))(. )))
In the rest of this paper, we are going to present ad-itional results related to the second step of this process: anomalyeconstruction and detection using robust controller / observer.; (TOP (S (PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (DT )(NN )))))(, )(NP (PRP ))(VP (VBP )(VP (VBG )(S (VP (TO )(VP (VB )(NP (NP (JJ )(NNS ))(VP (VBN )(PP (TO )(NP (NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (DT )(NN ))))(: )(NP (NP (NN )(CC )(NN ))(VP (VBG )(NP (JJ )(NN )(NN )(NN )))))))))))))(. )))
Please cite this article as: J.-P.; (TOP (S (INTJ (VB ))(VP (VB )(NP (NP (DT )(NN ))(PP (IN )(NP (NN )))))(. )))
Condomines et al., Network intrusion detdesign to real test validation, Ad Hoc Networks , https://doi.org/1.3.; (TOP (S (S (NP (NNS ))(VP (VBD )(ADJP (JJ ))))(. )(, )(NP (NP (NNP )(NN )(NN ))(PP (TO )(NP (NP (JJ )(NN )(NN ))(, )(NP (NNP )(NNP )(NNP )))))(, )(VP (VBZ )(NP (NNP )(CD )))(. )))
Anomaly detection and reconstruction results We now illustrate the performances reached by the developedontroller / observer on the basis of our hybrid UAV network simu-ator.; (TOP (S (NP (NNP )(NN )(CC )(NN )(NNS ))(NP (PRP ))(ADVP (RB ))(VP (VBP )(NP (NP (DT )(NNS ))(VP (VBN )(PP (IN )(NP (DT )(NN )(NN )(NN )))(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (PRP$ )(JJ )(NNP )(NN )(NN ))))))))(. )))
To conduct such a task, we define in Table 1 the values of theongestion window size and the router queue length at the equi-ibrium point of the system: W 0 and q 0 .; (TOP (S (S (VP (TO )(VP (VB )(NP (JJ )(DT )(NN )))))(, )(NP (NP (PRP )(NN ))(PP (IN )(NP (NP (NN )(CD )(, )(NNS ))(PP (IN )(NP (NP (NN )(NN )(NN ))(CC )(NP (NP (NP (DT )(NN )(NN )(NN ))(PP (IN )(NP (NP (DT )(NN )(NN ))(PP (IN )(NP (DT )(NN ))))))(: )(NP (NP (NNP )(CD ))(CC )(NP (NNP )(CD )))))))))(. )))
They have been selectedy considering the mean value for N sessions around which W nd q  oscillate respectively.; (TOP (S (NP (PRP ))(VP (VBP )(VP (VBN )(VP (ADVP (RB ))(VBG )(NP (DT )(JJ )(NN ))(PP (IN )(NP (NP (NNP )(NNS ))(SBAR (WHPP (IN )(WHNP (WDT )))(S (NP (NNP )(CC )(NNP ))(VP (VBP )(ADVP (RB ))))))))))(. )))
The proposed observer has beenested with the state feedback AQM in  and observer gains are =  .; (TOP (S (S (NP (DT )(VBN )(NN ))(VP (VBZ )(VP (VBN )(PP (IN )(NP (NP (DT )(NN )(NN )(NNP ))(PP (IN )(NP (DT )(NN )(NNS ))))))))(VP (VBP )(NP (SYM )))(. )))
This observers synthesized to construct the state of CFC and PFC attacks.; (TOP (S (NP (DT )(NNS ))(VP (VBD )(S (VP (TO )(VP (VB )(NP (NP (DT )(NN ))(PP (IN )(NP (NNP )(CC )(NNP )(NNS ))))))))(. )))
.3.1.; (TOP (S (VP (VB ))(. )))
Attack reconstruction for traffic with constant flash-crowd Figs. 10 12 illustrate a typical realization of traffic including CFCttack which can be detected by our time-delay linear observer.his; (TOP (NP (NP (NP (NNP )(NN ))(PP (IN )(NP (NP (NN ))(PP (IN )(NP (JJ )(NN )(NNS ))))))(. )(NP (NP (CD )(CD )(JJ )(DT )(JJ )(NN ))(PP (IN )(NP (NP (NN ))(PP (VBG )(NP (NP (NNP ))(SBAR (WHNP (WDT ))(S (VP (MD )(VP (VB )(VP (VBN )(PP (IN )(NP (PRP$ )(NN )(NN )(NN )))))))))))))(. )))
CFC attack generated by our hybrid UAV network simulatoras been injected into Simulink to compare our IDS model to theeal traffic traces.; (TOP (S (NP (NP (NNP )(NN ))(VP (VBN )(PP (IN )(NP (PRP$ )(JJ )(NNP )(NN )))))(VP (VBD )(VP (VBN )(VP (VBN )(PP (IN )(NP (NNP )))(S (VP (TO )(VP (VB )(NP (PRP$ )(NNP )(NN ))(PP (TO )(NP (DT )(NN )(NNS )))))))))(. )))
This is depicted in Fig. 12 where regular traffics around 30 pkt/s when, for the malicious traffic, the throughputs increased to 150 pkt/s.; (TOP (S (NP (DT ))(VP (VBZ )(VP (VBN )(PP (IN )(NP (NP (NNP )(. )(CD ))(SBAR (WHADVP (WRB ))(S (NP (NP (JJ )(NNS ))(PP (IN )(NP (CD )(NNS )))(SBAR (WHADVP (WRB ))(, )(S (PP (IN )(NP (DT )(JJ )(NN )))(, )(NP (DT )(NNS ))(VP (VBD )(PP (TO )(NP (CD )(NNS )))))))))))))(. )))
Moreover, the real traffic  and es-ection system for UAV ad-hoc communication: From methodology 0.1016/j.adhoc.2018.09.004 https://doi.org/10.1016/j.adhoc.2018.09.0048; (TOP (S (ADVP (RB ))(, )(NP (NP (NP (DT )(JJ )(NN )(CC )(NN )(NN ))(PP (IN )(NP (NNP )(JJ )(NN ))))(: )(PP (IN )(NP (NN )(CD )(NNS ))))(. )(. )))
J.-P.; (TOP (. ))
Condomines et al. / Ad Hoc Networks 0 0 0  114 ARTICLE IN PRESS JID: ADHOC  Fig. 9.  Waveform and  signature comparison between normal and PFC flooded traffics.; (TOP (S (S (NP (NNS ))(VP (VBD )(ADJP (JJ ))))(. )('' )(NP (NNP )(NNP )(NNP )(CD )(CD )(CD )(CD )(NN ))(PP (IN )(NP (NP (NNP )(NNP ))(: )(S (NP (NP (NNP )(NNP )(NNP )(CD ))(, )(NP (NP (NNP )(CC )(NN )(NN ))(PP (IN )(ADJP (JJ )(CC )(JJ )))))(VP (VBD )(NP (NNS ))))))(. )))
Fig. 10.; (TOP (S (NP (NNP ))(VP (VBD )(NP (CD )))(. )))
TCP congestion window W  CFC attack.; (TOP (NP (NP (NNP )(NN )(NN ))(NP (NNP )(NNP )(NN ))(. )))
Fig. 11.; (TOP (S (NP (NNP ))(VP (VBD )(NP (CD )))(. )))
Queue length q  CFC attack.; (TOP (S (NP (NNP )(NN ))(VP (VBZ )(NP (NNP )(NN )))(. )))
(For interpretation of the references to color in this figure, the reader is referred to the web version of this article.; (TOP (S (-LRB- )(PP (IN )(NP (NP (NN ))(PP (IN )(NP (NP (DT )(NNS ))(SBAR (S (VP (TO )(VP (VB )(PP (IN )(NP (DT )(NN )))))))))))(, )(NP (DT )(NN ))(VP (VBZ )(VP (VBN )(PP (TO )(NP (NP (DT )(NN )(NN ))(PP (IN )(NP (DT )(NN )))))))(. )))
W  s4( h  timated intrusion  are plotted on the same figure for compar-ison purposes.; (TOP (S (NP (NNP ))(VP (VBD )(SBAR (S (NP (JJ )(JJ )(NN ))(VP (VBP )(VP (VBN )(PP (IN )(NP (DT )(JJ )(NN )))(PP (IN )(NP (NN )(NNS ))))))))(. )))
Fig. 11 shows the time response of the estimatedqueue q  calculated by the time-delay linear observer method.; (TOP (S (NP (VB )(. )(CD ))(VP (VBZ )(NP (NP (DT )(NN )(NN ))(PP (IN )(NP (NP (DT )(NN )(NN ))(VP (VBN )(PP (IN )(NP (DT )(NN )(NN )(NN )(NN ))))))))(. )))
Asexpected, the queue is stabilized above the desired level and theintrusion does not affect the different steady states of the system.Fig.; (TOP (S (S (S (VP (VBN )))(, )(NP (DT )(NN ))(VP (VBZ )(VP (VBN )(PP (IN )(NP (DT )(VBN )(NN )(CC )(NN ))))))(VP (VBZ )(RB )(VP (VB )(NP (NP (DT )(JJ )(JJ )(NNS ))(PP (IN )(NP (DT )(NN )(NN ))))))(. )))
10 shows the time response of the TCP congestion windowsPlease cite this article as: J.-P.; (TOP (S (NP (CD ))(VP (VBZ )(S (NP (NP (DT )(NN )(NN ))(PP (IN )(NP (DT )(NNP )(NN )(NN ))))(VP (VBP )(NP (NP (DT )(NN ))(PP (IN )(NP (NN )))))))(. )))
Condomines et al., Network intrusion detdesign to real test validation, Ad Hoc Networks , https://doi.org/1 .; (TOP (S (S (NP (NNS ))(VP (VBD )(ADJP (JJ ))))(. )(, )(NP (NP (NNP )(NN )(NN ))(PP (TO )(NP (NP (JJ )(NN )(NN ))(, )(NP (NNP )(NNP )(NNP )))))(, )(VP (VBZ )(NP (NNP )(CD )))(. )))
As expected, the TCP congestion window evolution is recon-tructed with great accuracy.; (TOP (S (SBAR (IN )(S (VP (VBN ))))(, )(NP (DT )(NNP )(NN )(NN )(NN ))(VP (VBZ )(ADJP (JJ )(PP (IN )(NP (JJ )(NN )))))(. )))
.3.2.; (TOP (S (VP (VB ))(. )))
Attack reconstruction for traffic with progressive flash-crowd PFC) In this section, we consider the PFC attack generated by ourybrid UAV network simulator.; (TOP (NP (NP (NNP )(NN ))(PP (IN )(NP (NP (NN ))(PP (IN )(NP (NP (JJ )(NN )(NN ))(SBAR (S (PP (IN )(NP (DT )(NN )))(, )(NP (PRP ))(VP (VBP )(NP (NP (DT )(NNP )(NN ))(VP (VBN )(PP (IN )(NP (JJ )(NNP )(NN )(NN ))))))))))))(. )))
As previously mentioned, these at-ection system for UAV ad-hoc communication: From methodology 0.1016/j.adhoc.2018.09.004 https://doi.org/10.1016/j.adhoc.2018.09.004J.-P.; (TOP (S (SBAR (IN )(S (VP (ADVP (RB ))(VBN ))))(, )(NP (NP (NP (DT )(NN )(NN ))(PP (IN )(NP (NNP )(JJ )(NN ))))(: )(PP (IN )(NP (NN )(CD )(NNS ))))(. )(. )))
Condomines et al. / Ad Hoc Networks 0 0 0  114 9 ARTICLE IN PRESS JID: ADHOC  Fig. 12. Estimation with real traffic replay  CFC attack.; (TOP (S (S (NP (NNS ))(VP (VBD )(ADJP (JJ ))))(. )('' )(NP (NNP )(NNP )(NNP )(CD )(CD )(CD )(CD )(CD )(NN ))(PP (IN )(NP (NP (NNP )(NNP ))(: )(NP (NP (NNP )(NNP )(NNP )(CD )(. )(NNP ))(PP (IN )(NP (NP (JJ )(NN )(NN ))(NP (NNP )(NN )))))))(. )))
(For interpretation of the references to color in this figure, the reader is referred to the web version of this article.; (TOP (S (-LRB- )(PP (IN )(NP (NP (NN ))(PP (IN )(NP (NP (DT )(NNS ))(SBAR (S (VP (TO )(VP (VB )(PP (IN )(NP (DT )(NN )))))))))))(, )(NP (DT )(NN ))(VP (VBZ )(VP (VBN )(PP (TO )(NP (NP (DT )(NN )(NN ))(PP (IN )(NP (DT )(NN )))))))(. )))
Fig. 13.; (TOP (S (NP (NNP ))(VP (VBD )(NP (CD )))(. )))
TCP congestion window W  PFC attack.; (TOP (NP (NP (NNP )(NN )(NN ))(NP (NNP )(NNP )(NN ))(. )))
t  w  u  t  W  o  t  t  o  t4 w  r  i  b  t  s  c  I  s  aFig.; (TOP (S (NP (NN ))(VP (VBD )(S (NP (NP (PRP ))(PP (IN )(NP (NP (NNP ))(PP (IN )(NP (NP (NN )(NN ))(PP (IN )(NP (NP (DT )(NN )(NN ))(PP (IN )(NP (NN )(NN ))))))))))(VP (VBZ )(ADJP (JJ )(SBAR (S (NP (PRP ))(VP (VBD )(ADJP (JJ )))))))))(. )))
14.; (TOP (NP (CD )(VBG )))
Queue length q  PFC attack.; (TOP (S (NP (NNP )(NN ))(VP (VBZ )(NP (NNP )(NN )))(. )))
Fig. 15.; (TOP (VP (VB )(NP (NNP )(CD ))(. )))
Estimation with real traffic replay  PFC attack.; (TOP (NP (NP (NN ))(PP (IN )(NP (JJ )(NN )(NN )(NNP )(NN )))(. )))
5 e  d  c  C  w  c  p5 c       acks have been injected into Simulink to compare our IDS modelith the real traffic traces.; (TOP (S (NP (CD )(NN ))(VP (VBD )(SBAR (S (NP (JJ )(NNP )(JJ )(JJ )(NN )(NNS )(NNS ))(VP (VBP )(VP (VBN )(VP (VBN )(PP (IN )(NP (NNP )))(S (VP (TO )(VP (VB )(NP (PRP$ )(NNP ))(, )(NP (DT )(JJ )(NN )(NNS )))))))))))(. )))
This is depicted in Fig. 15 where reg-lar traffic is around 40 pkt/s; while for the malicious traffic, thehroughput is increased slowly to reach values close to 140 pkt/s.e; (TOP (S (S (NP (DT ))(VP (VBZ )(VP (VBN )(PP (IN )(NP (NP (NNP )(. )(CD ))(SBAR (WHADVP (WRB ))(S (NP (JJ )(NN ))(VP (VBZ )(PP (IN )(NP (CD )(NNS )))))))))))(: )(SBAR (IN )(S (PP (IN )(NP (DT )(JJ )(NN )))(, )(NP (NN ))(VP (VBZ )(VP (VBN )(ADVP (RB ))(S (VP (TO )(VP (VB )(NP (NNS ))(ADVP (RB )(PP (TO )(NP (CD )(NNS )))))))))))(. )))
can observe that the estimator is able to reproduce the shapef the anomaly quickly and make an accurate distinction betweenhe normal traffic and the intrusion traffic .; (TOP (VP (MD )(VP (VB )(SBAR (IN )(S (NP (DT )(NN ))(VP (VBZ )(ADJP (JJ )(S (VP (TO )(VP (VP (VB )(NP (DT )(NN ))(NP (DT )(NN ))(ADVP (RB )))(CC )(VP (VB )(NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (NP (JJ )(NN ))(CC )(NP (DT )(NN )(NN ))))))))))))))(. )))
In addi-ion to this, our controller / observer is able to estimate the statesf system W  and q  with accuracy .; (TOP (S (PP (IN )(NP (NP (NN ))(PP (TO )(NP (DT )))))(, )(NP (PRP$ )(NN )(NN )(NN ))(VP (VBZ )(ADJP (JJ )(S (VP (TO )(VP (VB )(NP (NP (DT )(NN )(NN )(NNP ))(CC )(NP (NP (NNP ))(PP (IN )(NP (NN ))))))))))(. )))
.3.3.; (TOP (S (VP (VB ))(. )))
Discussion on traffic reconstruction performances These results look promising given that the estimator simulatedith Matlab Simulink is able to detect the different intrusionsapidly and with an accurate threshold.; (TOP (NP (NP (NNP ))(PP (IN )(NP (NP (NN )(NN )(NNS ))(SBAR (S (NP (DT )(NNS ))(VP (VBP )(ADJP (JJ ))(PP (VBN )(SBAR (IN )(S (NP (NP (DT )(NN ))(PP (IN )(NP (NNP )(NNP ))))(VP (VBZ )(ADJP (JJ )(S (VP (TO )(VP (VB )(NP (DT )(JJ )(NN ))(NAC (CC )(PP (IN )(NP (DT )(JJ )(NN )))))))))))))))))(. )))
The delay in the detections negligible and the estimator can make an accurate distinctionetween legitimate traffic and traffic with intrusions.; (TOP (S (NP (NP (NP (DT )(NN ))(PP (IN )(NP (DT )(NNS )))(ADJP (JJ )))(CC )(NP (DT )(NN )))(VP (MD )(VP (VB )(NP (DT )(JJ )(NN )(JJ )(NN )(CC )(NN ))(PP (IN )(NP (NNS )))))(. )))
Consequently,his is a first promising result for intrusion detection system de-ign applied to drone fleet network.; (TOP (S (ADVP (RB ))(NP (DT ))(VP (VBZ )(NP (NP (DT )(JJ )(JJ )(NN ))(PP (IN )(NP (NP (NN )(NN )(NN ))(VP (ADVP (JJ ))(VBD )(S (VP (TO )(VP (VB )(NP (NN )(NN ))))))))))(. )))
In the next section, we willonsider a more complex environment.; (TOP (S (PP (IN )(NP (DT )(JJ )(NN )))(, )(NP (PRP ))(VP (VBP )(NP (DT )(ADJP (RBR )(JJ ))(NN )))(. )))
Indeed, we will deploy ourDS in a real drone system and analyze if the first promising re-ults we got with both our hybrid simulation / emulation platformnd the Matlab Simulink estimator are confirmed.; (TOP (S (ADVP (RB ))(, )(NP (PRP ))(VP (MD )(VP (VP (VB )(NP (NNS ))(PP (IN )(NP (DT )(JJ )(NN )(NN ))))(CC )(VP (VB )(SBAR (IN )(S (NP (NP (DT )(JJ )(JJ )(NNS ))(SBAR (S (NP (PRP ))(VP (VBD )(PP (IN )(NP (DT )(NP (PRP$ )(JJ )(NN )(NN )(NN )(NN ))(NP (DT )(NNP )(NNP )(NN ))))))))(VP (VBP )(VP (VBN ))))))))(. )))
Please cite this article as: J.-P.; (TOP (S (INTJ (VB ))(VP (VB )(NP (NP (DT )(NN ))(PP (IN )(NP (NN )))))(. )))
Condomines et al., Network intrusion detdesign to real test validation, Ad Hoc Networks , https://doi.org/1.; (TOP (S (S (NP (NNS ))(VP (VBD )(ADJP (JJ ))))(. )(, )(NP (NP (NNP )(NN )(NN ))(PP (TO )(NP (NP (JJ )(NN )(NN ))(, )(NP (NNP )(NNP )(NNP )))))(, )(VP (VBZ )(NP (NNP )(CD )))(. )))
Intrusion detection system implementation In this section, we describe how we have implemented in a realnvironment the IDS methodology described in Section 3 and vali-ated in Section 4 .; (TOP (NP (NP (NNP )(NN )(NN )(NN ))(SBAR (S (PP (IN )(NP (DT )(NN )))(, )(NP (PRP ))(VP (VBP )(SBAR (WHADVP (WRB ))(S (NP (PRP ))(VP (VBP )(VP (VBN )(PP (IN )(NP (DT )(NN )))(NP (NP (DT )(NNP )(NN ))(VP (VP (VBN )(PP (IN )(NP (NN )(CD ))))(CC )(VP (JJ )(PP (IN )(NP (NNP )(CD )))))))))))))(. )))
This real environment is built on real communi-ations between a drone  and a dedicated Groundontrol Station .; (TOP (S (NP (DT )(JJ )(NN ))(VP (VBZ )(VP (VBN )(PP (IN )(NP (NP (JJ )(NNS ))(PP (IN )(NP (NP (DT )(NN ))(CC )(NP (DT )(VBN )(NNP )(NNP ))))))))(. )))
The GCS is performed with Paparazzi soft-are.; (TOP (S (NP (DT )(NNP ))(VP (VBZ )(VP (VBN )(PP (IN )(NP (NNP )(NN )))))(. )))
A malicious data will be generated to stress the communi-ations between the GCS and the drone and we will be able toerform a real validation of our IDS methodology.; (TOP (S (NP (DT )(JJ )(NNS ))(VP (MD )(VP (VB )(VP (VBN )(S (VP (TO )(VP (VB )(SBAR (S (NP (NP (DT )(NNS ))(PP (IN )(NP (NP (NP (DT )(NNP ))(CC )(NP (DT )(NN )))(CC )(NP (PRP )))))(VP (MD )(VP (VB )(NP (JJ )(NN ))(NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (PRP$ )(NNP )(NN ))))))))))))))(. )))
.1.; (TOP (S (VP (VB ))(. )))
